# Information
# Number of channels,1
# Mini-batch size,10
# Number of filters,128
# Filter length,32
# Regularization Coefficient,0.2
# Pool size,128
# Dropout rate,0.25
# FC layer neurons,64
# Learning rate,0.09
# Pooling type,max
# Optimizer,adam
# Conv activation,relu
# FC activation,relu
# Output activation,softmax
# Classifier,mlp

epoch,acc,loss,val_acc,val_loss
0,0.4900000035762787,942.5521423339844,0.5600000143051147,542.2623657226562
1,0.4600000098347664,316.24349822998045,0.5600000143051147,179.7639373779297
2,0.5100000143051148,198.659716796875,0.44000000357627866,123.86204681396484
3,0.5000000014901161,103.35796890258788,0.44000000357627866,65.63228759765624
4,0.5000000059604645,50.89050178527832,0.44000000357627866,36.67030258178711
5,0.5000000089406967,28.689967918395997,0.44000000357627866,23.076667022705077
6,0.5000000059604645,19.099555683135986,0.44000000357627866,17.194112396240236
7,0.5000000029802323,14.701518535614014,0.44000000357627866,29.216313552856445
8,0.5000000059604645,63.68319110870361,0.44000000357627866,51.321861267089844
9,0.5100000083446503,35.28145065307617,0.44000000357627866,33.291552734375
10,0.5100000083446503,22.263937377929686,0.44000000357627866,19.346093368530273
11,0.5100000083446503,192.20727672576905,0.5600000143051147,163.86228942871094
12,0.5300000071525574,93.4127140045166,0.6400000035762787,57.16258087158203
13,0.490000008046627,159.3369270324707,0.44000000357627866,259.5157836914062
14,0.5500000029802322,159.7952003479004,0.44000000357627866,72.96939544677734
15,0.5200000092387199,86.99025993347168,0.5600000143051147,69.26484527587891
16,0.5800000041723251,58.18732833862305,0.44000000357627866,61.80915069580078
17,0.5700000047683715,43.187709426879884,0.5600000143051147,72.10391540527344
18,0.5000000089406967,86.34301490783692,0.5600000143051147,49.645014953613284
19,0.41000000461936,137.27270851135253,0.44000000357627866,138.76864624023438
20,0.5000000089406967,81.85493927001953,0.44000000357627866,45.62788543701172
21,0.5000000029802323,35.1752571105957,0.44000000357627866,26.604430389404296
22,0.49000000655651094,75.34810314178466,0.44000000357627866,52.44750900268555
23,0.4900000035762787,293.31390953063965,0.44000000357627866,257.2771850585938
24,0.500000013411045,152.4506393432617,0.44000000357627866,98.0894058227539
25,0.5000000119209289,74.2214454650879,0.44000000357627866,46.277200317382814
26,0.5100000023841857,35.59771385192871,0.44000000357627866,27.927785873413086
27,0.5000000074505806,22.48413219451904,0.5600000143051147,81.76448364257813
28,0.5000000059604645,191.97265701293946,0.44000000357627866,83.46518402099609
29,0.510000005364418,159.33523330688476,0.44000000357627866,164.39035034179688
30,0.5,105.29221115112304,0.44000000357627866,116.19919281005859
31,0.4900000125169754,198.62783432006836,0.44000000357627866,161.9561553955078
32,0.5300000071525574,95.96915435791016,0.44000000357627866,68.70945434570312
33,0.510000005364418,127.61531066894531,0.44000000357627866,115.67945556640625
34,0.510000005364418,71.06214332580566,0.44000000357627866,53.09105453491211
35,0.5000000044703483,39.80426502227783,0.44000000357627866,30.289033508300783
36,0.46000000536441804,540.4013753890991,0.44000000357627866,689.7269897460938
37,0.5000000044703483,482.09643096923827,0.44000000357627866,219.8694854736328
38,0.5000000089406967,180.63046417236328,0.44000000357627866,120.93746337890624
39,0.5000000044703483,81.43779373168945,0.44000000357627866,60.416751098632815
40,0.5000000074505806,50.27773933410644,0.44000000357627866,39.48067016601563
41,0.4900000050663948,68.14718780517578,0.44000000357627866,266.02741088867185
42,0.5000000089406967,210.99085540771483,0.44000000357627866,80.97216796875
43,0.5000000089406967,73.32049713134765,0.44000000357627866,61.866841888427736
44,0.5100000098347663,45.541629791259766,0.44000000357627866,57.35209503173828
45,0.49000000655651094,283.08748321533204,0.44000000357627866,352.3911376953125
46,0.5100000038743019,197.85725631713868,0.44000000357627866,83.7100616455078
47,0.5000000074505806,66.37578239440919,0.44000000357627866,55.761538696289065
48,0.5200000077486038,90.40328712463379,0.44000000357627866,289.5004821777344
49,0.5000000104308129,218.60801849365234,0.44000000357627866,88.75630035400391
50,0.5000000059604645,70.19043655395508,0.44000000357627866,62.41620025634766
51,0.5000000119209289,81.61948585510254,0.44000000357627866,251.46358642578124
52,0.5000000089406967,152.56008911132812,0.44000000357627866,73.901025390625
53,0.5100000083446503,72.92236785888672,0.44000000357627866,54.52621307373047
54,0.4800000064074993,83.41586799621582,0.44000000357627866,332.1716247558594
55,0.510000005364418,339.6737945556641,0.44000000357627866,188.62022705078124
56,0.5100000038743019,103.1432373046875,0.44000000357627866,55.478152465820315
57,0.5000000089406967,49.610921478271486,0.44000000357627866,41.55041275024414
58,0.49000000655651094,72.2856071472168,0.44000000357627866,51.53172988891602
59,0.48000000417232513,157.24192390441894,0.44000000357627866,476.7819763183594
60,0.5000000044703483,462.73842163085936,0.44000000357627866,315.58759765625
61,0.5000000089406967,195.85155639648437,0.44000000357627866,99.75665130615235
62,0.5200000137090683,99.02793807983399,0.44000000357627866,302.2817321777344
63,0.5000000089406967,435.7539916992188,0.5600000143051147,354.7978881835937
64,0.4900000110268593,495.1815521240234,0.44000000357627866,400.37151489257815
65,0.5000000104308129,236.4512496948242,0.44000000357627866,134.51903686523437
66,0.4900000110268593,104.00915985107422,0.44000000357627866,75.78613739013672
67,0.5200000092387199,145.28411636352538,0.5600000143051147,157.29161682128907
68,0.5100000023841857,108.3502815246582,0.44000001549720763,69.74583740234375
69,0.41000000238418577,183.7117130279541,0.44000000357627866,1154.554345703125
70,0.5000000059604645,1564.2306030273437,0.44000000357627866,1161.4617431640625
71,0.47000001072883607,703.4993835449219,0.44000000357627866,344.936181640625
72,0.5000000044703483,229.561669921875,0.44000000357627866,136.160546875
